idx,country,users,purpose,detailed_purpose,period,mass,site,contractor,min_lifetime,max_lifetime,date
736,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,1998-05-17
737,United States,Government/Commercial,Communications,,100.4,689.0,Taiyuan Launch Center,Motorola Satellite Communications Group,8.0,8.0,1998-08-19
738,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,1998-09-08
739,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,1997-05-05
740,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,1998-09-08
741,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,1998-09-08
742,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,1998-09-08
743,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,1998-11-06
744,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,1998-11-06
745,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,1998-11-06
746,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,2002-02-11
747,United States,Government/Commercial,Communications,,99.8,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,2002-02-11
748,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,2002-02-11
749,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,2002-02-11
750,United States,Government/Commercial,Communications,,99.8,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,2002-02-11
751,United States,Government/Commercial,Communications,,100.4,689.0,Plesetsk Cosmodrome,Motorola Satellite Communications Group,8.0,8.0,2002-06-20
752,United States,Government/Commercial,Communications,,99.8,689.0,Plesetsk Cosmodrome,Motorola Satellite Communications Group,8.0,8.0,2002-06-20
753,United States,Government,Space Science,,97.5,236.0,Vandenberg AFB,Lockheed Martin Space Systems Advanced Technology Center (ATC),2.0,2.0,2013-06-28
754,India,Government,Navigation/Regional Positioning,,1436,1425.0,Satish Dhawan Space Center,ISRO Satellite Center,12.0,12.0,2013-07-01
755,India,Government,Navigation/Regional Positioning,,1436.14,1432.0,Satish Dhawan Space Center,ISRO Satellite Center,12.0,12.0,2014-04-04
756,India,Government,Navigation/Regional Positioning,,1435.8,1425.0,Satish Dhawan Space Center,ISRO Satellite Center,12.0,12.0,2014-10-15
757,India,Government,Navigation/Regional Positioning,,1435.06,1425.0,Satish Dhawan Space Center,ISRO Satellite Center,12.0,12.0,2015-03-30
758,India,Government,Navigation/Regional Positioning,,1436.01,1425.0,Satish Dhawan Space Center,ISRO Satellite Center,12.0,12.0,2016-01-20
759,India,Government,Navigation/Regional Positioning,,1436.13,1425.0,Satish Dhawan Space Center,IRSO Satellite Center,12.0,12.0,2016-03-10
760,India,Government,Navigation/Regional Positioning,,1436.05,1425.0,Satish Dhawan Space Center,IRSO Satellite Center,12.0,12.0,2016-04-28
761,India,Government,Earth Observation,Optical Imaging,101.3,1360.0,Satish Dhawan Space Center,ISRO Satellite Center,5.0,5.0,2003-10-17
762,Turkey,Civil,Technology Development,,99.1,1.0,Satish Dhawan Space Center,ITU Space Systems Design & Test Laboratory,1.0,1.0,2009-09-23
763,USA/France,Government,Earth Observation,Earth Science,112.4,553.0,Vandenberg AFB,Thales Alenia Space,5.0,5.0,2008-06-20
764,USA/France,Government,Earth Observation,Earth Science,111.8,553.0,Vandenberg AFB,Thales Alenia Space,5.0,5.0,2016-01-17
765,Japan,Commercial,Communications,,1436.1,4400.0,Guiana Space Center,Lockheed Martin Commercial Space Systems,15.0,15.0,2006-08-11
766,Japan,Commercial,Communications,,1436.11,3531.0,Guiana Space Center,Lockheed Martin Commercial Space Systems,15.0,15.0,2000-10-07
767,Japan,Commercial,Communications,,1436.03,4500.0,Guiana Space Center,Lockheed Martin Commercial Space Systems,15.0,15.0,2012-05-15
768,Japan,Commercial,Communications,,1441.5,4500.0,Cape Canaveral,Space Systems/Loral,15.0,15.0,2016-05-06
769,Japan,Commercial,Communications,,1434.1,3400.0,Guiana Space Center,Space Systems/Loral,15.0,15.0,2016-12-21
770,Japan,Commercial,Communications,,1436.01,4500.0,Cape Canaveral,Space Systems/Loral,15.0,15.0,2016-08-14
771,Japan,Commercial,Communications,,1436.09,2982.0,Guiana Space Center,Boeing Satellite Systems,12.0,12.0,1997-12-02
772,Japan,Commercial,Communications,,1436.1,2500.0,Guiana Space Center,Boeing Satellite Systems,11.0,11.0,2002-03-29
773,Japan,Commercial,Communications,,1435.52,2900.0,Cape Canaveral,Boeing Satellite Systems,14.5,14.5,1999-02-15
774,Japan,Commercial,Communications,,1436.1,4400.0,Sea Launch (Odyssey),Lockheed Martin Commercial Space Systems,12.0,12.0,2006-04-12
775,Japan,Commercial,Communications,,1436.12,4000.0,Guiana Space Center,Lockheed Martin Commercial Space Systems,15.0,15.0,2009-08-21
776,China,Commercial,Earth Observation,Optical Imaging,97.73,400.0,Jiuquan Satellite Launch Center,Chang Guang Satellite Technology Co. Ltd.,,,2015-10-07
777,India,Civil,Earth Observation,Optical Imaging,102,3.0,Satish Dhawan Space Center,Indian Institute of Technology Kanpur,1.0,1.0,2011-10-12
778,China,Government,Technology Development,,95.18,130.0,Taiyuan Launch Center,China Aerospace Science and Technology Corporation,,,2015-09-19
779,India,Government,Earth Observation,Meteorology,1436.08,1060.0,Satish Dhawan Space Center,ISRO Satellite Center,5.0,7.0,2002-09-12
780,Kazakhstan,Government,Earth Observation,Optical Imaging,99.87,830.0,Guiana Space Center,Airbus Defence and Space,7.25,7.25,2014-04-30
781,Kazakhstan,Government,Earth Observation,Optical Imaging,97.19,185.0,Dombarovsky Air Base,Surrey Satellite Technology Ltd. (SSTL),7.0,7.0,2014-06-19
782,Kazakhstan,Commercial,Communications,,1436.13,1300.0,Baikonur Cosmodrome,Khrunichev,12.0,12.0,2011-07-15
783,Kazakhstan,Commercial,Communications,,1436.08,,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2014-04-28
784,Singapore,Civil,Earth Observation,Optical Imaging,95.49,78.0,Satish Dhawan Space Center,National University of Singapore,,,2015-12-16
785,United States,Military,Earth Observation,Optical Imaging,97,18000.0,Vandenberg AFB,Lockheed Martin,5.0,5.0,2005-10-19
786,United States,Military,Earth Observation,Optical Imaging,97,18000.0,Vandenberg AFB,Lockheed Martin,5.0,5.0,2011-01-20
787,United States,Military,Earth Observation,Optical Imaging,97.25,18000.0,Vandenberg AFB,Lockheed Martin,5.0,5.0,2013-08-28
788,Japan,Government,Technology Development,,1436.04,5800.0,Tanegashima Space Center,Mitsubishi Electric,,,2006-12-18
789,Japan,Government,Technology Development,,1436.1,4850.0,Tanegashima Space Center,JAXA/National Institute of Information and Communications Technology (NICT),,,2008-02-23
790,China,Civil,Technology Development,,95.23,1.0,Taiyuan Launch Center,Tsinghua University,,,2015-09-19
791,Japan,Civil,Technology Development,,97.92,3.0,Tanegashima Space Center,Tokyo Metropolitan College of Industrial Technology,1.0,1.0,2009-01-23
792,South Korea,Government/Commercial,Earth Observation/Technology Development,Optical Imaging,98.5,800.0,Plesetsk Cosmodrome,Korea Aerospace Research Institute (KARI)/ EADS Astrium,3.0,3.0,2006-07-28
793,South Korea,Government/Commercial,Earth Observation,Optical Imaging,98.5,980.0,Tanegashima Space Center,Korea Aerospace Research Institute (KARI)/ EADS Astrium,4.0,4.0,2012-05-17
794,South Korea,Government/Commercial,Earth Observation,Optical Imaging,95.25,980.0,Dombarovsky Air Base,Korea Aerospace Research Institute (KARI),4.0,4.0,2015-03-25
795,South Korea,Government/Commercial,Earth Observation,Radar Imaging,95.5,1400.0,Dombarovsky Air Base,Korea Aerospace Research Institute (KARI),5.0,5.0,2013-08-22
796,Russia,Military,Earth Observation,Radar Imaging,94.6,1150.0,Baikonur Cosmodrome,NPO Mashinostroyeniya,,,2013-06-27
797,South Korea,Military/Commercial,Communications,,1436.1,4450.0,Sea Launch (Odyssey),Alcatel Alenia Space,,,2006-08-22
798,South Korea,Commercial,Communications,,1436.12,2850.0,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2010-12-29
799,United States,Military,Earth Observation,Radar Imaging,98.2,14500.0,Vandenberg AFB,Lockheed Martin Astronautics,5.0,5.0,1997-10-24
800,United States,Military,Earth Observation,Radar Imaging,97.21,14500.0,Vandenberg AFB,Lockheed Martin Astronautics,9.0,9.0,2000-08-17
801,United States,Military,Earth Observation,Radar Imaging,99.08,14500.0,Cape Canaveral,Lockheed Martin Astronautics,9.0,9.0,2005-04-30
802,United States,Government,Earth Observation,Earth Science,98.8,2744.0,Vandenberg AFB,Lockheed Martin Missiles and Space,15.0,15.0,1999-04-15
803,United States,Government,Earth Observation,Earth Science,98.8,2780.0,Vandenberg AFB,Orbital Sciences Corp.,5.0,5.0,2013-02-11
804,Laos,Government,Communications,,"1,436.10",3800.0,Xichang Satellite Launch Center,China Academy of Space Technology (CAST),15.0,15.0,2015-11-20
805,Indonesia,Government,Earth Observation,Earth Science,97.53,68.0,Satish Dhawan Space Center,Indonesian National Institute of Aeronautics and Space,,,2015-09-24
806,Indonesia,Government,Earth Observation,Automatic Identification System (AIS),94.8,115.0,Satish Dhawan Space Center,Indonesian National Institute of Aeronautics and Space,,,2016-06-22
807,Indonesia,Government,Earth Observation/Technology Development,Optical Imaging,97.2,60.0,Satish Dhawan Space Center,Technical University of Berlin,,,2007-01-10
808,Argentina,Commercial,Communications,,97.5,,Baikonur Cosmodrome,SpaceQuest,,,2002-12-20
809,Argentina,Commercial,Communications,,97.9,,Baikonur Cosmodrome,SpaceQuest,,,2002-12-20
810,United States,Commercial,Technology Development,,97.82,4.0,Dombarovsky Air Base,NanoSatisfi Inc.,,,2014-06-19
811,United States,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",97.57,10.0,Satish Dhawan Space Center,Spire Global,,,2015-09-28
812,United States,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",97.57,10.0,Satish Dhawan Space Center,Spire Global,,,2015-09-28
813,United States,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",97.49,10.0,Satish Dhawan Space Center,Spire Global,,,2015-09-28
814,United States,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",97.56,10.0,Satish Dhawan Space Center,Spire Global,,,2015-09-28
815,China,Civil,Technology Development,,95.24,11.0,Taiyuan Launch Center,Harbin Institute of Technology,,,2015-09-19
816,China,Commercial,Technology Development,,100.73,100.0,Jiuquan Satellite Launch Center,Xinwei Telecom Technology Co/Tsinghua University,,,2014-09-04
817,China,Commercial,Earth Observation,Optical Imaging (video),97.75,95.0,Jiuquan Satellite Launch Center,Chang Guang Satellite Technology Co. Ltd.,,,2015-10-07
818,China,Commercial,Earth Observation,Optical Imaging (video),97.74,95.0,Jiuquan Satellite Launch Center,Chang Guang Satellite Technology Co. Ltd.,,,2015-10-07
819,United States,Government,Technology Demonstration,,97.65,3.0,Cape Canaveral,NASA Jet Propulsion Laboratory,,,2015-10-08
820,Russia,Military,Earth Observation,Electronic Intelligence,103.1,5000.0,Plesetsk Cosmodrome,TsSKB-Progress Samara Space Center and KB Arsenal,,,2009-11-20
821,Russia,Military,Earth Observation,Electronic Intelligence,103.11,5000.0,Plesetsk Cosmodrome,TsSKB-Progress Samara Space Center and KB Arsenal,,,2014-12-23
822,China,Commercial,Earth Observation,Technology Development,97.77,55.0,Jiuquan Satellite Launch Center,Chang Guang Satellite Technology Co. Ltd.,,,2015-10-07
823,Russia,Government,Communications,,1436.8,950.0,Baikonur Cosmodrome, ISS Reshetnev/Thales Alenia Space,,,2011-12-11
824,Russia,Government,Communications,,1436.09,1282.0,Baikonur Cosmodrome,OAO ISS,,,2012-11-02
825,Russia,Government,Communications,,1435.99,1148.0,Baikonur Cosmodrome,OAO Resetneva,10.0,10.0,2014-04-28
826,Russia,Military,Communications,,1436.12,,Baikonur Cosmodrome,ISS Reshetnev,15.0,15.0,2014-09-27
827,Canada,Government,Earth Observation,Automatic Identification System (AIS),94.7,85.0,Satish Dhawan Space Center,Com Dev International (Honeywell Canada),,,2016-06-22
828,Morocco/Germany,Government,Technology Development,,105.1,47.0,Baikonur Cosmodrome,CRTS Morocco/Institut fur Luft-und Raumfahrttechnik,2.0,3.0,2001-12-10
829,United States,Civil,Technology Development,,97.45,2.0,Vandenberg AFB,University of Michigan/Montana University/Montana Space Grant Consortium,,,2011-10-28
830,Malaysia,Commercial,Communications,,1436.12,1450.0,Guiana Space Center,Boeing Satellite Systems,11.5,11.5,1996-11-14
831,Malaysia,Commercial,Communications,,1436.1,4900.0,Baikonur Cosmodrome,Boeing Satellite Systems,15.0,15.0,2006-12-11
832,Malaysia,Commercial,Communications,,1434.6,2417.0,Baikonur Cosmodrome,Orbital Sciences Corp.,15.0,15.0,2009-06-21
833,Malaysia,Commercial,Communications,,1436.11,5800.0,Guiana Space Center,Airbus Defence and Space,15.0,15.0,2014-09-11
834,India/France,Government,Earth Observation,Earth Science,102.2,1000.0,Satish Dhawan Space Center,Indian Space Research Organization (ISRO),5.0,5.0,2011-10-12
835,United States,Military,Earth Observation,Electronic Intelligence,1436.13,8000.0,Cape Canaveral,Boeing Satellite Systems,,,1994-08-27
836,United States,Military,Earth Observation,Electronic Intelligence,1436.12,8000.0,Cape Canaveral,Boeing Satellite Systems,,,1996-04-24
837,United States,Military,Earth Observation,Electronic Intelligence,1436,3900.0,Cape Canaveral,Unknown,,,2014-04-10
838,Russia,Military,Communications,,645.98,2500.0,Plesetsk Cosmodrome,PO Polyot,,,2010-11-02
839,Russia,Military,Communications,,717.88,2500.0,Plesetsk Cosmodrome,PO Polyot,,,2011-05-04
840,Russia,Military,Communications,,718.04,2500.0,Plesetsk Cosmodrome,ISS Reshetnev,7.0,7.0,2012-11-14
841,Russia,Military,Communications,,717.88,2500.0,Plesetsk Cosmodrome,ISS Reshetnev,7.0,7.0,2014-10-30
842,Russia,Government,Earth Observation,Meteorology,101.3,2778.0,Baikonur Cosmodrome,VNIIEM,5.0,5.0,2014-07-08
843,Multinational,Government/Civil,Earth Observation,Earth Science/Meterology,1436.15,2000.0,Guiana Space Center,Thales Alenia Space,7.0,7.0,2012-07-05
844,Multinational,Government/Civil,Earth Observation,Earth Science/Meterology,1436.1,2000.0,Guiana Space Center,Thales Alen,12.0,12.0,2015-07-15
845,Multinational,Government/Civil,Earth Observation,Earth Science/Meterology,1435.96,696.0,Guiana Space Center,Alcatel,5.0,5.0,1997-09-02
846,Multinational,Government/Civil,Earth Observation,Earth Science/Meterology,1436.1,2000.0,Guiana Space Center,Alcatel,12.0,12.0,2002-08-21
847,Multinational,Government/Civil,Earth Observation,Earth Science/Meterology,1436,2000.0,Guiana Space Center,Alcatel/Alenia Space,12.0,12.0,2005-12-21
848,Multinational,Government/Civil,Earth Observation,Earth Science/Meterology,101.3,4193.0,Baikonur Cosmodrome,EADS-Astrium,5.0,5.0,2006-10-19
849,Multinational,Government/Civil,Earth Observation,Earth Science/Meterology,101.3,4085.0,Baikonur Cosmodrome,EADS-Astrium,5.0,5.0,2012-09-17
850,Mexico,Government/Military,Communications,,1436.16,2900.0,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2012-12-19
851,Mexico,Government,Communications,,"1,436",5325.0,Cape Canaveral,Boeing Satellite Systems,15.0,15.0,2015-10-02
852,ESA,Government,Space Science,,99,300.0,Guiana Space Center,CNES,1.0,1.0,2016-04-25
853,Russia,Civil/Government,Space Science,,94,645.0,Vostochny Cosmodrome,Roscosmos,3.0,3.0,2016-04-27
854,United States,Military,Communications,,1436.13,4536.0,Cape Canaveral,Lockheed Martin Missiles and Space,10.0,10.0,1994-02-07
855,United States,Military,Communications,,1436.13,4536.0,Cape Canaveral,Lockheed Martin Missiles and Space,10.0,10.0,1995-11-06
856,United States,Military,Communications,,1435.04,4536.0,Cape Canaveral,Lockheed Martin Missiles and Space,12.0,12.0,2001-02-27
857,United States,Military,Communications,,1436.12,4536.0,Cape Canaveral,Lockheed Martin Missiles and Space,12.0,12.0,2002-01-16
858,United States,Military,Communications,,1436.13,4536.0,Cape Canaveral,Lockheed Martin Missiles and Space,12.0,12.0,2003-04-08
859,Russia,Government,Earth Observation,Earth Science,101.2,110.0,Baikonur Cosmodrome,Lavochkin NPO,3.0,3.0,2012-07-22
860,United States,Government,Space Science,,"1,433",1360.0,Cape Canaveral,NASA/Goddard Space Flight Center,3.0,3.0,2015-03-13
861,United States,Government,Space Science,,"1,433",1360.0,Cape Canaveral,NASA/Goddard Space Flight Center,3.0,3.0,2015-03-13
862,United States,Government,Space Science,,"1,433",1360.0,Cape Canaveral,NASA/Goddard Space Flight Center,3.0,3.0,2015-03-13
863,United States,Government,Space Science,,"1,433",1360.0,Cape Canaveral,NASA/Goddard Space Flight Center,3.0,3.0,2015-03-13
864,Canada,Government,Space Science,,101.4,53.0,Plesetsk Cosmodrome,Dynacon Inc./University of Toronto Institute for Aerospace Studies/University of British Columbia,1.0,1.0,2003-06-30
865,Russia,Civil,Technology Development,,98.3,64.0,Plesetsk Cosmodrome,Mozhaiskiy Space Engineering Academy,,,2003-09-27
866,USA/Canada,Commercial,Communications,,1436.09,2850.0,Guiana Space Center,Spar Aerospace,12.0,12.0,1996-04-20
867,USA/Canada,Commercial,Communications,,1436.09,2850.0,Cape Canaveral,Hughes Communications Inc.,10.0,10.0,1995-04-07
868,United States,Government/Military,Technology Development,,94.9,587.0,Vandenberg AFB,Ball Aerospace/TRW/Raytheon,3.0,3.0,2000-03-12
869,Japan,Government,Earth Observation,Meteorology,1436.1,2900.0,Tanegashima Space Center,Mitsubishi Electric/Boeing/Alcatel,5.0,5.0,2006-02-18
870,United States,Military,Communications,,1436.1,6804.0,Cape Canaveral,Lockheed Martin Missiles and Space,10.0,12.0,2012-02-24
871,United States,Military,Communications,,1436.1,6804.0,Cape Canaveral,Lockheed Martin Missiles and Space,10.0,12.0,2013-07-19
872,United States,Military,Communications,,1436.1,6804.0,Cape Canaveral,Lockheed Martin Missiles and Space,,,2015-01-21
873,United States,Military,Communications,,1436.1,6804.0,Cape Canaveral,Lockheed Martin Missiles and Space,,,2015-09-02
874,United States,Military,Communications,,1436.1,6804.0,Cape Canaveral,Lockheed Martin Missiles and Space,,,2016-06-24
875,Spain,Government,Communications,,97.9,20.0,Guiana Space Center,Instituto Nacional de Tecnia Aeroespacial (INTA),,,2004-12-18
876,Spain,Government,Communications/Technology Development,,97.3,20.0,Baikonur Cosmodrome,Instituto Nacional de Tecnia Aeroespacial (INTA),,,2009-07-29
877,United States,Military/Commercial,Navigation/Global Positioning,,718.94,1630.0,Cape Canaveral,Boeing Satellite Systems,12.0,12.0,2010-05-28
878,United States,Military/Commercial,Navigation/Global Positioning,,728.96,1630.0,Cape Canaveral,Boeing Satellite Systems,12.0,12.0,2015-07-15
879,United States,Military/Commercial,Navigation/Global Positioning,,97.7,1630.0,Cape Canaveral,Boeing Satellite Systems,12.0,12.0,2015-10-31
880,United States,Military/Commercial,Navigation/Global Positioning,,717.9,1630.0,Cape Canaveral,Boeing Satellite Systems,12.0,12.0,2016-02-05
881,United States,Military/Commercial,Navigation/Global Positioning,,729.18,1630.0,Cape Canaveral,Boeing Satellite Systems,12.0,12.0,2011-07-16
882,United States,Military/Commercial,Navigation/Global Positioning,,718,1630.0,Cape Canaveral,Boeing Satellite Systems,10.0,10.0,2012-10-04
883,United States,Military/Commercial,Navigation/Global Positioning,,719.32,1630.0,Cape Canaveral,Boeing Satellite Systems,10.0,10.0,2013-05-15
884,United States,Military/Commercial,Navigation/Global Positioning,,729.39,1630.0,Cape Canaveral,Boeing Satellite Systems,10.0,10.0,2014-02-21
885,United States,Military/Commercial,Navigation/Global Positioning,,717.92,1630.0,Cape Canaveral,Boeing Satellite Systems,10.0,10.0,2014-05-17
886,United States,Military/Commercial,Navigation/Global Positioning,,729,1630.0,Cape Canaveral,Boeing Satellite Systems,10.0,10.0,2014-08-02
887,United States,Military/Commercial,Navigation/Global Positioning,,718.02,1630.0,Cape Canaveral,Boeing Satellite Systems,10.0,10.0,2014-10-29
888,United States,Military/Commercial,Navigation/Global Positioning,,729.14,1630.0,Cape Canaveral,Boeing Satellite Systems,12.0,12.0,2015-03-25
889,United States,Military/Commercial,Navigation/Global Positioning,,716.47,2217.0,Cape Canaveral,Lockheed Martin,10.0,10.0,2003-12-21
890,United States,Military/Commercial,Navigation/Global Positioning,,717.98,2217.0,Cape Canaveral,Lockheed Martin,10.0,10.0,2004-03-20
891,United States,Military/Commercial,Navigation/Global Positioning,,717.96,2217.0,Cape Canaveral,Lockheed Martin,10.0,10.0,2004-06-23
892,United States,Military/Commercial,Navigation/Global Positioning,,718,2217.0,Cape Canaveral,Lockheed Martin,10.0,10.0,2004-11-06
893,United States,Military/Commercial,Navigation/Global Positioning,,718.09,2217.0,Cape Canaveral,Lockheed Martin,10.0,10.0,1997-07-23
894,United States,Military/Commercial,Navigation/Global Positioning,,717.97,2217.0,Cape Canaveral,Lockheed Martin,10.0,10.0,1999-10-07
895,United States,Military/Commercial,Navigation/Global Positioning,,718.03,2217.0,Cape Canaveral,Lockheed Martin,10.0,10.0,2000-05-11
896,United States,Military/Commercial,Navigation/Global Positioning,,722.98,2217.0,Cape Canaveral,Lockheed Martin,10.0,10.0,2000-07-16
897,United States,Military/Commercial,Navigation/Global Positioning,,724.28,2217.0,Cape Canaveral,Lockheed Martin,10.0,10.0,2000-11-10
898,United States,Military/Commercial,Navigation/Global Positioning,,718.09,2217.0,Cape Canaveral,Lockheed Martin,10.0,10.0,2001-01-30
899,United States,Military/Commercial,Navigation/Global Positioning,,720.71,2217.0,Cape Canaveral,Lockheed Martin,10.0,10.0,2003-01-29
900,United States,Military/Commercial,Navigation/Global Positioning,,720.65,2217.0,Cape Canaveral,Lockheed Martin,10.0,10.0,2003-03-31
901,United States,Military/Commercial,Navigation/Global Positioning,,717.95,2217.0,Cape Canaveral,Lockheed Martin,10.0,10.0,2005-09-26
902,United States,Military/Commercial,Navigation/Global Positioning,,717.93,2060.0,Cape Canaveral,Lockheed Martin Missiles and Space,10.0,10.0,2006-09-25
903,United States,Military/Commercial,Navigation/Global Positioning,,722.19,2060.0,Cape Canaveral,Lockheed Martin Missiles and Space,10.0,10.0,2006-11-17
904,United States,Military/Commercial,Navigation/Global Positioning,,717.93,2217.0,Cape Canaveral,Lockheed Martin Missiles and Space,10.0,10.0,2007-10-17
905,United States,Military/Commercial,Navigation/Global Positioning,,719.92,2060.0,Cape Canaveral,Lockheed Martin Missiles and Space,10.0,10.0,2007-12-20
906,United States,Military/Commercial,Navigation/Global Positioning,,716.4,2217.0,Cape Canaveral,Lockheed Martin,10.0,10.0,2008-03-15
907,United States,Military/Commercial,Navigation/Global Positioning,,718.07,2059.0,Cape Canaveral,Lockheed Martin Missiles and Space,10.0,10.0,2009-08-17
908,China,Civil,Technology Development,,95.22,20.0,Taiyuan Launch Center,Tsinghua University,,,2015-09-19
909,Canada,Government,Space Observation,,100.4,74.0,Satish Dhawan Space Center,Microsat Systems Canada Inc.,,,2013-02-25
910,Nigeria,Commercial,Communications,,1436.1,5150.0,Xichang Satellite Launch Center,China Academy of Space Technology (CAST),15.0,15.0,2011-12-17
911,Nigeria,Government,Earth Observation,Optical Imaging,98.7,300.0,Dombarovsky Air Base,Surrey Satellite Technology Ltd. (SSTL),7.0,7.0,2011-08-17
912,Nigeria,Government,Earth Observation/Technology Development,Optical Imaging,98.3,100.0,Dombarovsky Air Base,Surrey Satellite Technology Ltd. (SSTL),,,2011-08-17
913,Egypt,Government,Communications,,1436.08,1825.0,Guiana Space Center,Matra Marconi,15.0,15.0,2000-08-17
914,Egypt,Government,Communications,,1436.23,3200.0,Guiana Space Center,Thales Alenia Space,15.0,15.0,2010-08-04
915,Canada,Commercial,Communications,,1436.08,3600.0,Baikonur Cosmodrome,Lockheed Martin,12.0,12.0,2002-12-29
916,Canada,Commercial,Communications,,1436.1,4850.0,Baikonur Cosmodrome,EADS Astrium,15.0,15.0,2008-09-19
917,Canada,Commercial,Communications,,1436.1,4745.0,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2009-09-17
918,Canada,Commercial,Communications,,1436.09,4745.0,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2012-05-18
919,United States,Government,Earth Observation,Earth Science/Meterology,101,2223.0,Vandenberg AFB,Lockheed Martin Missiles & Space,3.0,3.0,1998-05-13
920,United States,Government,Earth Observation,Meteorology,102,2223.0,Vandenberg AFB,Lockheed Martin Space Systems,3.0,3.0,2005-05-20
921,United States,Government,Earth Observation,Meteorology,102,1420.0,Vandenberg AFB,Lockheed Martin Space Systems,3.0,3.0,2009-02-06
922,United States,Government,Earth Observation,Meteorology,101.4,2128.0,Vandenberg AFB,Ball Aerospace,,,2011-10-28
923,United States,Government,Technology Development,,94.63,1.0,Wallops Island Flight Facility,Naval Post-Graduate School,,,2013-11-19
924,Netherlands,Commercial,Communications,,1436.1,5396.0,Baikonur Cosmodrome,Alcatel Space Industries,16.0,16.0,2005-02-03
925,Netherlands,Commercial,Communications,,1436.15,3582.0,Baikonur Cosmodrome,Lockheed Martin Commercial Space Systems,15.0,15.0,2000-10-02
926,Netherlands,Commercial,Communications,,1436.08,,Guiana Space Center,Space Systems/Loral,15.0,15.0,2009-10-29
927,Netherlands,Commercial,Communications,,1436.08,3412.0,Guiana Space Center,Lockheed Martin Commercial Space Systems,14.0,14.0,1997-09-23
928,Netherlands,Commercial,Communications,,1436.12,4575.0,Guiana Space Center,Lockheed Martin Commercial Space Systems,,,2002-12-17
929,Netherlands,Commercial,Communications,,1436.12,4500.0,Guiana Space Center,Lockheed Martin Commercial Space Systems,14.0,14.0,2002-04-16
930,Netherlands,Commercial,Communications,,1436.11,3720.0,Guiana Space Center,Lockheed Martin Commercial Space Systems,12.0,12.0,1998-02-19
931,Netherlands,Commercial,Communications,,1436.17,2238.0,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2009-02-11
932,Japan,Commercial,Communications,,1436.08,1625.0,Guiana Space Center,Lockheed Martin Commercial Space Systems/Orbital Sciences,15.0,15.0,2002-07-05
933,China,Military,Technology Demonstration,,95.24,1.0,Taiyuan Launch Center,National University of Defense Technology,,,2015-09-19
934,Argentina,Commercial,Earth Observation,Optical Imaging,94.41,35.0,Taiyuan Launch Center,Satellogic,,,2016-05-29
935,Argentina,Commercial,Earth Observation,Optical Imaging,94.41,35.0,Taiyuan Launch Center,Satellogic,,,2016-05-29
936,United States,Government,Space Science,,97.2,360.0,Kwajalein Island,Orbital Sciences Corp.,2.0,2.0,2012-06-13
937,United States,Government/Civil,Space Science,,97.48,6.0,Kodiak Launch Complex,NASA/Ames Research Center,0.5,0.5,2010-11-20
938,United Kingdom,Commercial,Communications,,287.93,700.0,Guiana Space Center,Thales Alenia Space,,,2013-06-25
939,United Kingdom,Commercial,Communications,,287.92,650.0,Guiana Space Center,Thales Alenia Space,,,2014-07-10
940,United Kingdom,Commercial,Communications,,287.93,700.0,Guiana Space Center,Thales Alenia Space,,,2013-06-25
941,United Kingdom,Commercial,Communications,,287.94,700.0,Guiana Space Center,Thales Alenia Space,,,2013-06-25
