date,country,users,purpose,detailed_purpose,period,mass,launch,lifetime,site,contractor,min_lifetime,max_lifetime,date
2011-07-11,China,Government,Communications,,1436.1,"2,250",7/11/11,,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2011-07-11
2012-07-25,China,Government,Communications,,1436,"2,200",7/25/12,,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2012-07-25
2016-11-22,China,Government,Communications,,1436.1,"2,200",11/22/16,,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2016-11-22
2016-08-05,China,Government,Communications,,1436.05,,8/5/16,,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2016-08-05
2014-09-08,China,Government,Earth Observation/Communications,Automatic Identification System (AIS),94.31,67,9/8/14,,Taiyuan Launch Center,National University of Defense Technology,,,2014-09-08
2015-09-19,China,Government,Technology Development,,93.73,20,9/19/15,,Taiyuan Launch Center,National University of Defense Technology,,,2015-09-19
2015-09-24,China,Civil,Technology Development,,94.1,3,9/24/15,,Jiuquan Satellite Launch Center,Nanjing University of Aeronautics and Astronautics/Shanghai Engineering Center for Microsatellites,,,2015-09-24
2015-09-24,China,Civil,Technology Development,,94.1,3,9/24/15,,Jiuquan Satellite Launch Center,Nanjing University of Aeronautics and Astronautics/Shanghai Engineering Center for Microsatellites,,,2015-09-24
2015-09-24,China,Civil,Technology Development,,94.12,5,9/24/15,,Jiuquan Satellite Launch Center,Nanjing University of Aeronautics and Astronautics/Shanghai Engineering Center for Microsatellites,,,2015-09-24
2014-06-19,Iraq,Civil,Earth Observation,Earth Science,97.82,1,6/19/14,,Dombarovsky Air Base,La Sapienza University of Rome,,,2014-06-19
2001-12-07,USA,Government/Civil,Space Science,,97,587,12/7/01,2 yrs.,Vandenberg AFB,"Applied Physics Laboratory, Johns Hopkins",2.0,2.0,2001-12-07
2010-07-12,Switzerland,Civil,Technology Development,,97.1,1,7/12/10,,Satish Dhawan Space Center,Scuola Universitaria Professionale della Svizzera Italiana - Dipartimento Tecnologie Innovative ,,,2010-07-12
2015-09-12,China,Government,Technology Development,,1436.03,,9/12/15,,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2015-09-12
2013-12-20,Bolivia,Government,Communications,,1436.07,"5,000",12/20/13,,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2013-12-20
1997-11-08,USA,Military,Earth Observation,Electronic Intelligence,709.61,"8,000",11/8/97,,Cape Canaveral,Boeing Satellite Systems,,,1997-11-08
2007-06-29,Russia,Military,Earth Observation,Electronic Intelligence,102,"3,200",6/29/07,,Baikonur Cosmodrome,KB Yuznoye,,,2007-06-29
2014-11-06,Japan,Civil,Earth Observation,Earth Science,95.38,49,11/6/14,,Dombarovsky Air Base,"Tokyo Institute of Technology, Tokyo University of Science and JAXA",,,2014-11-06
2013-02-25,Austria,Civil,Technology Development,,100.3,14,2/25/13,,Satish Dhawan Space Center,University of Toronto Institute for Aerospace Studies (UTIAS),,,2013-02-25
2015-04-27,Turkmenistan/Monaco,Government/Commercial,Communications,,1432.69,"4,700",4/27/15,15 yrs.,Cape Canaveral,Thales Alenia Space,15.0,15.0,2015-04-27
2008-06-12,Turkey,Commercial,Communications,,1436.06,"3,100",6/12/08,,Guiana Space Center,Thales Alenia Space,,,2008-06-12
2014-02-14,Turkey,Commercial,Communications,,1436.08,"4,869",2/14/14,15 yrs.,Baikonur Cosmodrome,Mitsubishi Electric Corporation,15.0,15.0,2014-02-14
2015-10-16,Turkey,Commercial,Communications,,1436.57,"5,000",10/16/15,15 yrs.,Baikonur Cosmodrome,Mitsubishi Electric Corporation,15.0,15.0,2015-10-16
1999-11-24,USA,Military,Communications,,1436.1,"3,200",11/24/99,4 yrs.,Cape Canaveral,Boeing Satellite Systems,4.0,4.0,1999-11-24
2003-12-18,USA,Military,Communications,,1436.1,"3,200",12/18/03,4 yrs.,Cape Canaveral,Boeing Satellite Systems,4.0,4.0,2003-12-18
1993-09-03,USA,Military,Communications,,1436.12,"3,200",9/3/93,,Cape Canaveral,Boeing Satellite Systems,,,1993-09-03
1995-01-29,USA,Military,Communications,,1435.22,"3,200",1/29/95,4 yrs.,Cape Canaveral,Boeing Satellite Systems,4.0,4.0,1995-01-29
1995-10-22,USA,Military,Communications,,1436.12,"3,200",10/22/95,4 yrs.,Cape Canaveral,Boeing Satellite Systems,4.0,4.0,1995-10-22
1996-07-25,USA,Military,Communications,,1436.11,"3,200",7/25/96,4 yrs.,Cape Canaveral,Boeing Satellite Systems,4.0,4.0,1996-07-25
1998-03-16,USA,Military,Communications,,1435.94,"3,206",3/16/98,4 yrs.,Cape Canaveral,Boeing Satellite Systems,4.0,4.0,1998-03-16
2009-07-29,United Kingdom,Government,Earth Observation,Optical Imaging,98,97,7/29/09,5 yrs.,Baikonur Cosmodrome,Surrey Satellite Technology Ltd. (SSTL),5.0,5.0,2009-07-29
2014-07-08,United Kingdom,Government,Technology Development,,97.27,3,7/8/14,,Baikonur Cosmodrome,Clyde Space,,,2014-07-08
2014-05-24,Japan,Civil,Earth Observation,Optical Imaging,97.2,50,5/24/14,,Tanegashima Space Center,Wakayama University and other Japanese universities,,,2014-05-24
2013-11-21,Germany,Civil,Communications,,97.6,1,11/21/13,,Dombarovsky Air Base,University of Wurzburg,,,2013-11-21
2012-08-30,USA,Government,Earth Observation,Earth Science,539.06,648,8/30/12,,Cape Canaveral,Johns Hopkins University Applied Physics Laboratory,,,2012-08-30
2012-08-30,USA,Government,Earth Observation,Earth Science,541.4,666,8/30/12,,Cape Canaveral,Johns Hopkins University Applied Physics Laboratory,,,2012-08-30
2014-06-30,Singapore,Civil,Technology Development,,97.7,4,6/30/14,,Satish Dhawan Space Center,Nanyang Technological University,,,2014-06-30
2015-12-16,Singapore,Civil,Technology Development,,95.48,13,12/16/15,,Satish Dhawan Space Center,Nanyang Technological University,,,2015-12-16
2015-12-16,Singapore,Civil,Technology Development,,95.48,123,12/16/15,,Satish Dhawan Space Center,Nanyang Technological University,,,2015-12-16
2008-10-29,Venezuela,Government,Communications,,1436.1,"5,100",10/29/08,15 yrs.,Xichang Satellite Launch Center,China Academy of Space Technology (CAST),15.0,15.0,2008-10-29
2011-10-19,USA,Commercial,Communications,,1436.09,"6,740",10/19/11,15 yrs.,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2011-10-19
2008-04-18,Vietnam,Government,Communications,,1436.1,"2,600",4/18/08,15 yrs.,Guiana Space Center,Lockheed Martin Commercial Space Systems,15.0,15.0,2008-04-18
2012-05-15,Vietnam,Government,Communications,,1434.69,"2,970",5/15/12,15 yrs.,Guiana Space Center,Lockheed Martin Commercial Space Systems,15.0,15.0,2012-05-15
2013-05-07,Vietnam,Government,Earth Observation,Optical Imaging,98.43,115,5/7/13,5 yrs.,Guiana Space Center,EADS Astrium,5.0,5.0,2013-05-07
2012-09-28,Venezuela,Government,Earth Observation,Optical Imaging,97.48,880,9/28/12,5 yrs.,Jiuquan Satellite Launch Center,China Academy of Space Technology (CAST),5.0,5.0,2012-09-28
2007-10-11,USA,Military,Communications,,1436.1,"5,900",10/11/07,,Cape Canaveral,Boeing Integrated Defense Systems,,,2007-10-11
2009-04-04,USA,Military,Communications,,1436.12,"5,987",4/4/09,,Cape Canaveral,Boeing Satellite Systems,,,2009-04-04
2009-12-06,USA,Military,Communications,,1436.1,"5,990",12/6/09,,Cape Canaveral,Boeing Satellite Systems,,,2009-12-06
2012-01-20,USA,Military,Communications,,1436.1,"5,990",1/20/12,,Cape Canaveral,Boeing Satellite Systems,,,2012-01-20
2013-05-25,USA,Military,Communications,,1436.1,"5,990",5/25/13,,Cape Canaveral,Boeing Satellite Systems,,,2013-05-25
2013-08-08,USA,Military,Communications,,1436.1,"5,990",8/8/13,,Cape Canaveral,Boeing Satellite Systems,,,2013-08-08
2015-07-24,USA,Military,Communications,,1436.1,"5,990",7/24/15,,Cape Canaveral,Boeing Satellite Systems,,,2015-07-24
2016-12-07,USA,Military,Communications,,1436.1,"5,990",12/7/16,,Cape Canaveral,Boeing Satellite Systems,,,2016-12-07
2006-12-08,USA,Commercial,Communications,,1436.1,"4,735",12/8/06,12 yrs.,Guiana Space Center,Space Systems/Loral,12.0,12.0,2006-12-08
2013-11-21,Japan,Commercial,Earth Observation,Optical Imaging,99.2,10,11/21/13,2 yrs.,Dombarovsky Air Base,Axelspace,2.0,2.0,2013-11-21
2007-09-18,USA,Commercial,Earth Observation,Optical Imaging,94.50,"4,500",9/18/07,7.25 yrs.,Vandenberg AFB,Ball Aerospace,7.25,7.25,2007-09-18
2009-10-08,USA,Commercial,Earth Observation,Optical Imaging,100.20,"2,800",10/8/09,,Vandenberg AFB,Ball Aerospace,,,2009-10-08
2014-08-13,USA,Commercial,Earth Observation,Optical Imaging/Infrared Imaging,96.96,"2,800",8/13/14,10-12 yrs.,Vandenberg AFB,Ball Aerospace,10.0,12.0,2014-08-13
2016-11-11,USA,Commercial,Earth Observation,Optical Imaging,96.90,"2,485",11/11/16,10 yrs.,Vandenberg AFB,Lockheed Martin Missiles and Space,10.0,10.0,2016-11-11
2013-11-21,Germany,Commercial,Technology Development,,97.30,3,11/21/13,,Dombarovsky Air Base,StaKoDo UG,,,2013-11-21
2015-05-20,USA,Military,Technology Development,,90.83,"4,990",5/20/15,,Cape Canaveral,Boeing,,,2015-05-20
2015-09-19,China,Government,Technology Development,,95.23,1,9/19/15,,Taiyuan Launch Center,National University of Defense Technology,,,2015-09-19
2015-09-19,China,Government,Technology Development,,95.23,1,9/19/15,,Taiyuan Launch Center,National University of Defense Technology,,,2015-09-19
2015-09-19,China,Government,Technology Development,,95.23,1,9/19/15,,Taiyuan Launch Center,National University of Defense Technology,,,2015-09-19
2015-09-19,China,Government,Technology Development,,95.23,1,9/19/15,,Taiyuan Launch Center,National University of Defense Technology,,,2015-09-19
2012-11-18,China,Government,Technology Development,,94.51,,11/18/12,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST),,,2012-11-18
2005-03-01,USA,Commercial,Communications,,1436.1,"4,703",3/1/05,15 yrs.,Sea Launch (Odyssey),Boeing Satellite Systems,15.0,15.0,2005-03-01
2006-10-30,USA,Commercial,Communications,,1436.09,"5,193",10/30/06,15 yrs.,Sea Launch (Odyssey),Boeing Satellite Systems,15.0,15.0,2006-10-30
1999-12-10,ESA,Government,Space Science,,"2,872.15","3,764",12/10/99,2-10 yrs.,Guiana Space Center,Dornier Systems (and 46 subcontractors),2.0,10.0,1999-12-10
2016-11-09,China,Government,Technology Development,,94.68,240,11/9/16,,Jiuquan Satellite Launch Center,China Aerospace Science and Technology Corp.,,,2016-11-09
2011-04-20,Singapore,Government,Earth Observation,Optical Imaging,101.1,91,4/20/11,3 yrs.,Satish Dhawan Space Center,Centre for Research in Satellite Technology (CREST),3.0,3.0,2011-04-20
2005-02-12,Spain,Military/Government,Communications,,1436.06,"3,631",2/12/05,15 yrs.,Guiana Space Center,Space Systems/Loral,15.0,15.0,2005-02-12
2009-12-15,China,Civil,Communications,,109.40,60,12/15/09,,Taiyuan Launch Center,DFH Satellite,,,2009-12-15
2015-09-19,China,Civil,Communications,,95.17,25,9/19/15,,Taiyuan Launch Center,DFH Satellite/CAMSAT,,,2015-09-19
2015-09-19,China,Civil,Communications,,95.22,10,9/19/15,,Taiyuan Launch Center,DFH Satellite/CAMSAT,,,2015-09-19
2015-09-19,China,Civil,Communications,,95.21,10,9/19/15,,Taiyuan Launch Center,DFH Satellite/CAMSAT,,,2015-09-19
2015-09-19,China,Civil,Communications,,95.22,10,9/19/15,,Taiyuan Launch Center,DFH Satellite/CAMSAT,,,2015-09-19
2015-09-19,China,Civil,Communications,,95.20,2,9/19/15,,Taiyuan Launch Center,DFH Satellite/CAMSAT,,,2015-09-19
2015-09-19,China,Civil,Communications,,95.23,2,9/19/15,,Taiyuan Launch Center,DFH Satellite/CAMSAT,,,2015-09-19
2011-04-22,United Arab Emirates,Military/Commercial,Communications,,1435.92,"5,953",4/22/11,15 yrs.,Guiana Space Center,Astrium/Thales Alenia Space,15.0,15.0,2011-04-22
2012-04-23,United Arab Emirates,Military/Commercial,Communications,,1436.07,"6,000",4/23/12,,Baikonur Cosmodrome,Astrium/Thales Alenia Space,,,2012-04-23
2003-11-24,Russia,Commercial,Communications,,1436.06,"1,320",11/24/03,12 yrs.,Baikonur Cosmodrome,Rocket-Space Corporation Energia/Alcatel,12.0,12.0,2003-11-24
2012-11-02,Russia,Commercial,Communications,,1435.76,"1,640",11/2/12,,Baikonur Cosmodrome,OAO Reseteneva,,,2012-11-02
2014-12-15,Russia,Commercial,Communications,,1436.33,"2,976",12/15/14,15 yrs.,Baikonur Cosmodrome,ISS-Reshetnev,15.0,15.0,2014-12-15
2012-12-08,Russia,Commercial,Communications,,1436.11,"4,463",12/8/12,11 yrs.,Baikonur Cosmodrome,Thales,11.0,11.0,2012-12-08
2010-08-09,China,Military,Earth Observation,,97.2,,8/9/10,,Taiyuan Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2010-08-09
2010-09-22,China,Military,Earth Observation,,97.7,,9/22/10,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2010-09-22
2011-11-09,China,Military,Earth Observation,,94.4,,11/9/11,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST),,,2011-11-09
2011-11-29,China,Military,Earth Observation,,94.8,,11/29/11,,Taiyuan Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2011-11-29
2012-05-10,China,Military,Earth Observation,,94.1,,5/10/12,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST),,,2012-05-10
2012-05-29,China,Military,Earth Observation,,109.5,"1,040",5/29/12,,Taiyuan Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2012-05-29
2012-11-25,China,Military,Earth Observation,Electronic Intelligence,106.93,,11/25/12,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2012-11-25
2012-11-25,China,Military,Earth Observation,Electronic Intelligence,106.93,,11/25/12,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2012-11-25
2012-11-25,China,Military,Earth Observation,Electronic Intelligence,106.33,,11/25/12,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2012-11-25
2013-09-01,China,Military,Earth Observation,Electronic Intelligence,107.12,,9/1/13,,Jiuquan Satellite Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2013-09-01
2013-09-01,China,Military,Earth Observation,Electronic Intelligence,107.13,,9/1/13,,Jiuquan Satellite Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2013-09-01
2013-09-01,China,Military,Earth Observation,Electronic Intelligence,105.14,,9/1/13,,Jiuquan Satellite Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2013-09-01
2013-10-29,China,Military,Earth Observation,,94.84,,10/29/13,,Taiyuan Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2013-10-29
2013-11-20,China,Military,Earth Observation,,109.51,,11/20/13,,Taiyuan Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2013-11-20
2014-08-09,China,Military,Earth Observation,Electronic Intelligence,107.05,,8/9/14,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-08-09
2014-08-09,China,Military ,Earth Observation,Electronic Intelligence,107.05,,8/9/14,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-08-09
2014-08-09,China,Military,Earth Observation,Electronic Intelligence,107.05,,8/9/14,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-08-09
2014-09-08,China,Military,Earth Observation,,94.35,,9/8/14,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST),,,2014-09-08
2014-10-20,China,Military,Earth Observation,,109.48,,10/20/14,,Taiyuan Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2014-10-20
2014-11-14,China,Military,Earth Observation,,94.67,,11/14/14,,Taiyuan Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2014-11-14
2014-11-20,China,Military,Earth Observation,,97.55,,11/20/14,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-11-20
2014-12-10,China,Military,Earth Observation,Electronic Intelligence,107.12,,12/10/14,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-12-10
2014-12-10,China,Military,Earth Observation,Electronic Intelligence,107.01,,12/10/14,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-12-10
2014-12-10,China,Military,Earth Observation,Electronic Intelligence,107.31,,12/10/14,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-12-10
2014-12-27,China,Military,Earth Observation,,94.39,,12/27/14,,Taiyuan Launch Center,Chinese Academy of Space Tecnology (CAST),,,2014-12-27
2015-08-27,China,Military,Earth Observation,Optical Imaging,109.4,,8/27/15,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST),,,2015-08-27
2015-11-08,China,Military,Earth Observation,Optical Imaging,94.02,"1,040",11/8/15,,Taiyuan Launch Center,CAST/Changchun Light Technology Institute,,,2015-11-08
2015-11-26,China,Military,Earth Observation,Radar Imaging,97.28,"1,040",11/26/15,,Taiyuan Launch Center,CAST/Changchun Light Technology Institute,,,2015-11-26
2016-05-15,China,Military,Earth Observation,,97.57,"2,700",5/15/16,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2016-05-15
2008-12-01,China,Government,Earth Observation,,97.7,"2,700",12/1/08,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2008-12-01
2009-04-22,China,Government,Earth Observation,,94.9,"1,800",4/22/09,,Taiyuan Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2009-04-22
2009-12-09,China,Government,Earth Observation,,97.7,"2,700",12/9/09,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2009-12-09
2009-12-15,China,Government,Earth Observation,,109.4,,12/15/09,,Taiyuan Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2009-12-15
2010-03-05,China,Government,Earth Observation,Electronic Intelligence,107.1,,3/5/10,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2010-03-05
2010-03-05,China,Government,Earth Observation,Electronic Intelligence,107.1,,3/5/10,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2010-03-05
2010-03-05,China,Government,Earth Observation,Electronic Intelligence,107.1,,3/5/10,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2010-03-05
2011-04-20,India,Government,Space Science,,101.2,92,4/20/11,2 yrs.,Satish Dhawan Space Center,Indian Space Research Organization (ISRO),2.0,2.0,2011-04-20
2008-05-23,Russia,Civil,Technology Development,,115.8,45,5/23/08,,Plesetsk Cosmodrome,OAO ISS,,,2008-05-23
2016-11-11,China,Government,Earth Observation,Meteorology/Earth Science,100.2,,11/11/16,,Jiuquan Satellite Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2016-11-11
2004-11-04,China,Military,Earth Observation,Optical Imaging,96.3,,11/4/04,3-5 yrs.,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST),3.0,5.0,2004-11-04
2010-09-22,China,Civil,Space Science,,97.4,4,9/22/10,,Jiuquan Satellite Launch Center,Zhejiang University,,,2010-09-22
2010-09-22,China,Civil,Space Science,,97.5,4,9/22/10,,Jiuquan Satellite Launch Center,Zhejiang University,,,2010-09-22
2015-09-19,China,Civil,Technology Development,,95.15,12,9/19/15,,Taiyuan Launch Center,Zhejiang University,,,2015-09-19
2015-09-19,China,Civil,Technology Development,,95.16,12,9/19/15,,Taiyuan Launch Center,Zhejiang University,,,2015-09-19
2011-06-20,China,Government,Communications,,1436.05,"5,000",6/20/11,15 yrs.,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),15.0,15.0,2011-06-20
2012-11-27,China,Government,Communications,,1435.92,"5,500",11/27/12,,Xichang Satellite Launch Center,Thales Alenia Space,,,2012-11-27
2011-09-18,China,Military,Communications,,1436.13,"5,200",9/18/11,,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2011-09-18
2010-11-24,China,Military,Communications,,1436.05,"2,300",11/24/10,,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2010-11-24
2006-09-12,China,Military,Communications,,1436.1,"2,300",9/12/06,,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2006-09-12
