FMID,State,Zip,Schedule,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine
22001952,Nebraska,69301,,-102.871,42.0971,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000863,Ohio,44601,,-81.1024,40.9216,Other,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N
1003546,Florida,33919,January - December Saturday 9:00 AM to 1:00 PM,-81.89128,26.59521,Other,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N
21003518,Massachusetts,2134,"January - December Friday 3:00 pm to 7:00 pm, (Juune 17- October 28)",-71.1299,42.3629,Educational institution,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N
1002486,Massachusetts,2134,May - September Saturday 11:00 AM to 3:00 PM,-71.1378418,42.353384,Educational institution,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N
22001980,Nebraska,68920,,-99.3625,40.1008,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002249,Michigan,48801,"June - October Wednesday 7:00 AM to 1:00 PM, Saturday 7:00 AM to 1:00 PM",-84.6601,43.3804,Other,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N
22004298,Michigan,,,-83.0475,42.9216,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004528,Oregon,97007,,-122.87,45.4941,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001217,Idaho,83611,,-115.998,44.4251,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004333,Georgia,30009,"April - October Saturday 8:00 AM to 12:30 PM, (DECEMBER IS CHRISTMAS MARKET ON FIRST SUNDAY OF MONTH ONLY 1PM TO 7PM) December Saturday 8:00 AM to 12:30 PM, (DECEMBER IS CHRISTMAS MARKET ON FIRST SUNDAY OF MONTH ONLY 1PM TO 7PM)",-84.2942376,34.0753519,Local government building grounds,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N
22004468,Michigan,49321,,-85.4386,44.3365,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000599,Illinois,60803,June - September Friday 9:00 AM to 1:00 PM,-87.700424,41.665699,Other,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N
1002920,California,91001,January - December Wednesday 3:00 PM to 7:00 PM,-118.157895,34.200338,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N
21004654,New York,12009,"January - December Monday - Tuesday 11:00 am to 6:00 pm, Thursday - Friday 11:00 am to 6:00 pm, Saturday - Sunday 10:00 am to 2:00 pm",-74.0325,42.7013,Private business parking lot,N,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N
22002103,Virginia,24517,,-79.2838,37.1185,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004154,Illinois,62002,"June - October Wednesday 4:00 PM to 7:00 PM, Saturday 8:00 AM to 12:00 PM",-90.185394,38.895809,Private business parking lot,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N
22003300,Pennsylvania,16601,,-78.2462,40.6787,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21002876,Oklahoma,73521,"January - December Tuesday 5:00 pm to 8:00 pm, Friday 5:00 pm to 8:00 pm",-99.3336,34.6491,Private business parking lot,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,N,N
1004866,California,95127,January - December Sunday 8:00 AM to 1:00 PM,-121.829184,37.365612,Local government building grounds,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,N
22001860,Oklahoma,73717,,-98.6602,36.8083,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004659,California,,,-121.617,36.7149,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002968,California,95642,May - October Sunday 10:00 AM to 1:00 PM,-120.7747,38.34751,Private business parking lot,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,N
1002969,California,95665,June - October Wednesday 3:00 PM to 6:00 PM,-120.6583,38.41303,Local government building grounds,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N
1002970,California,95685,June - September Saturday 8:00 AM to 11:00 AM,-120.8017,38.39283,Private business parking lot,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N
22004323,Pennsylvania,,,-75.2194,40.1557,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003301,Pennsylvania,15003,,-80.225,40.5819,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004101,Virginia,23002,"June - October Friday 1:00 PM to 5:00 PM, (The market will also offer other consumables and crafts)",-77.909203,37.370157,Private business parking lot,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N
22004660,New York,,,-73.5549,41.8513,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003681,Idaho,83211,,-120.173,40.5432,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001082,Maryland,20745,"May - October Saturday 10:00 AM to 4:00 PM, (First hour free parking with $20 purchase from vendors.)",-77.0136,38.7834,Closed-off public street,Y,N,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,Y
22004661,Colorado,,,-108.564,39.0682,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001556,Louisiana,70634,,-93.2862,30.8469,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21001690,Wisconsin,54001,January - December Monday 3:00 pm to 6:00 pm,-92.3624,45.3072,Private business parking lot,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N
1001963,Iowa,50010,,-93.6176,42.0249,Other,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N
21001278,New Hampshire,3031,January - December Thursday 2:30 pm to 6:30 pm,-71.6256,42.8646,Local government building grounds,N,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N
1002198,Massachusetts,1002,April - November Saturday 7:30 AM to 1:30 PM,-72.519422,42.374858,Local government building grounds,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
22004567,Massachusetts,,,-71.8003,42.3658,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003393,New York,11701,June - October Friday 12:30 PM to 6:00 PM,-73.4204356,40.6893186,Closed-off public street,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,Y
1001240,West Virginia,25252,"June - October Friday 2:00 PM to 6:00 PM, (Opening Day is last Friday in June.)",-81.2526,38.5852,Local government building grounds,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N
1000958,Washington,98221,"May - October Saturday 9:00 AM to 2:00 PM, (*New This Season, Open Wednesdays, June 20 - September 5, 4-7pm)",-122.609181,48.516974,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N
22002739,California,92805,,-117.915,33.834,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001120,North Dakota,58710,July - September Monday 6:00 PM to 8:00 PM,-100.24061,47.880722,Other,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N
22003510,Iowa,52205,,-91.2795,42.1083,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21000912,Alaska,99645,January - December,-152.571,64.3172,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N
21002969,Alaska,99501,January - December Saturday - Sunday 10:00 am to 6:00 pm,-149.891,61.2195,Private business parking lot,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N
21004283,California,96007,January - December Thursday 7:30 am to 1:00 pm,-122.288,40.4357,Private business parking lot,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N
22003783,South Carolina,29624,,-82.6527,34.5071,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001173,Kentucky,40342,,-84.8971,38.0369,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002576,Ohio,45385,,-83.8824,39.7668,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004582,Ohio,45230,January - March Saturday 7:30 AM to 11:30 AM April - November Saturday 9:00 AM to 1:00 PM December Saturday 7:30 AM to 11:30 AM,-84.351786,39.068705,Local government building grounds,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002740,California,96007,,-122.408,40.4487,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001316,Illinois,60640,"June - October Wednesday 3:00 PM to 8:00 PM, (Starting September 5th, We will close at 7pm due to the dwindling day light. We will be CLOSED for the 4th of July.)",-87.6687,41.978,Closed-off public street,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N
1004112,Minnesota,,"May - October Tuesday 2:30 PM to 6:30 PM, (Open May 1- October 30)",-93.3573105,45.2192618,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
22004013,Massachusetts,1810,,-71.1392,42.6534,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001576,North Carolina,,,-83.8232,35.2027,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001561,New York,14709,"June - September Saturday 9:00 AM to 1:00 PM, (Hours will be extended for festival dates.)",-78.01593,42.30623,Other,N,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y
1001973,California,95222,June - October Friday 5:00 PM to 8:00 PM,-120.5427,38.072158,Other,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y
21000948,Michigan,48104,"January - April Saturday 8:00 am to 3:00 pm May - December Wednesday 7:00 am to 3:00 pm, Saturday 7:00 am to 3:00 pm",-83.7465,42.2838,Local government building grounds,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N
22001391,New York,,,-74.0104,41.5034,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003241,Illinois,62906,,-89.2093,37.4604,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004663,Virginia,22003,,-77.1743,38.8348,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002123,Maryland,21401,May - November Sunday 8:30 AM to 12:00 PM,-76.48621,38.97658,Other,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N
1001791,Maryland,21401,"April - December Tuesday 7:00 AM to 12:00 PM, Saturday 7:00 AM to 12:00 PM",-76.5556,38.9763,Local government building grounds,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N
22001250,Virgin Islands,,,-64.8799,17.7099,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000658,Alabama,36201,,-85.832,33.6625,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004056,Minnesota,55303,July - October Thursday 2:00 PM to 5:00 PM,-93.384261,45.197726,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004069,Minnesota,,June Saturday 7:00 AM to 12:00 PM,-93.2525239,45.13304,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
22002877,Minnesota,,,-93.2459,45.0489,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003592,Pennsylvania,19425,May - August Wednesday 2:00 PM to 6:00 PM,-75.641899,40.079648,Other,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N
1000947,North Carolina,28170,"June - November Wednesday 7:00 AM to 1:00 PM, Saturday 7:00 AM to 1:00 PM",-80.052567,34.940829,Local government building grounds,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
22001578,Arizona,85086,,-112.145,33.8675,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21004323,Kansas,67003,,-98.038,37.1521,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001142,Wisconsin,54409,June - September Saturday 8:00 AM to 12:00 PM,-89.15228,45.14188,Private business parking lot,N,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N
1004865,California,94509,May - September Sunday 9:00 AM to 1:00 PM,-121.844338,38.002918,Private business parking lot,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N
22002148,Michigan,49615,,-85.2095,44.9718,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21001971,Tennessee,37615,May Saturday 7:00 am to 12:00 pm June - October,-82.4819,36.4183,Private business parking lot,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N
1004182,Texas,79401,June - September Monday - Saturday 9:00 AM to 5:30 PM,-101.8364,33.57785,Other,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
1004182,Texas,79401,"January - December Saturday 9:00 AM to 3:00 PM, (Open the second Saturday of each month)",-101.8443926,33.5778984,Closed-off public street,Y,N,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
1004182,Texas,79329,"January - December Monday - Saturday 9:00 AM to 6:00 PM, Sunday 9:00 AM to 4:00 PM, ( )",-101.611862,33.666336,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
22001642,Texas,79407,,-101.942,33.5524,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004475,Minnesota,,,-93.2072,44.7309,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000761,Wisconsin,54911,June - October Saturday 8:00 AM to 12:30 PM,-88.40703,44.26201,Closed-off public street,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N
1000761,Wisconsin,54911,January - March Saturday 9:00 AM to 12:30 PM November - December Saturday 9:00 AM to 12:30 PM,-88.4060597,44.2624663,Other,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N
22004664,Rhode Island,,,-71.2842,41.521,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002275,Rhode Island,2840,June - October Saturday 9:00 AM to 1:00 PM,-71.2732884,41.5295811,Private business parking lot,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N
22001870,Rhode Island,2840,,-71.2724,41.5296,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001224,Alabama,36016,"April - November Monday 7:00 AM to 3:00 PM, Wednesday 7:00 AM to 3:00 PM, Saturday 7:00 AM to 3:00 PM",-86.495876,34.320401,Local government building grounds,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N
1003587,Maryland,21227,June - August Thursday 2:30 PM to 6:30 PM,-76.6916955,39.250205,Private business parking lot,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N
1004849,New York,14009,June - October Saturday 9:00 AM to 1:00 PM,-78.4308288,42.5337764,Private business parking lot,N,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y
22004315,New York,,,-78.4247,42.5337,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004716,Missouri,63650,"May - October Saturday 7:00 AM to 12:00 PM, (Vendors may leave as they sell out.)",-90.6278618,37.5945109,Local government building grounds,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N
21002746,California,95521,June - October,-124.083,40.8665,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21002746,California,95521,January - December Saturday 9:00 am to 2:00 pm,-124.087,40.8686,Local government building grounds,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N
1002296,Virginia,20198,May - November Sunday 10:00 AM to 3:00 PM,-77.787516,38.850955,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N
1003113,New Mexico,,May - October Saturday 7:30 AM to 12:00 PM,-106.5572,31.79229,Private business parking lot,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001771,Texas,78405,,-97.4258,27.7763,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004428,Arizona,,,-111.319,31.591,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001494,Kansas,67005,,-97.0386,37.0609,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003234,Arkansas,72160,,-91.5488,34.4851,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003086,Arkansas,72042,,-91.3401,34.2823,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003091,Arkansas,72206,,-92.3709,34.7568,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003092,Arkansas,72206,,-92.2329,34.7955,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001229,Arkansas,72206,,-92.3452,34.7404,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001619,Arkansas,72201,"January - December Monday 4:30 PM to 6:00 PM, Wednesday 4:30 PM to 6:00 PM, Saturday 10:00 AM to 12:00 PM, (This is an online farmers market. Opening times reflect pick up times. Ordering is available Friday at 12:00pm through Wednesday at 7:30am.)",-92.269599,34.743076,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N
22000643,Indiana,47037,,-85.2924,39.1313,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004666,California,,,-122.275,37.8421,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001793,Virginia,22210,,-77.0842,38.89,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003956,New York,,,-73.9019,41.6901,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003216,Washington,98223,"July - September Saturday 10:00 AM to 3:00 PM, (July 21st 10 am to 4pm)",-122.1264564,48.1936753,Local government building grounds,N,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N
22004014,Massachusetts,2474,,-71.1523,42.4179,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003476,Illinois,60004,,-87.9808,42.086,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002779,New Mexico,,June - October Saturday 8:00 AM to 12:00 PM,-106.67716,35.052905,Private business parking lot,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002244,Rhode Island,2909,May - October Thursday 4:00 PM to 7:00 PM,-71.431725,41.813396,Other,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N
1003331,Missouri,63010,May - October Saturday 8:00 AM to 12:00 PM,-90.36875,38.449749,Educational institution,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N
22002085,California,95247,,-120.362,38.239,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002748,California,93420,,-120.552,35.1271,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004667,California,,,-120.606,35.1221,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004668,Florida,32177,,-81.6332,29.6481,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003214,Illinois,61911,,-88.4518,39.7033,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004427,Arizona,,,-110.799,32.2579,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003314,New Jersey,7712,"June - October Thursday 4:00 PM to 7:00 PM, (Depending on the weather many thursdays we remain open later in the evening)",-74.0007788,40.219339,,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,Y
22003755,North Carolina,28801,,-79.8175,35.7049,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003198,Illinois,60629,,-87.626,41.8851,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21001386,Virginia,20147,January - December Saturday 8:00 am to 12:00 pm,-77.478,39.0219,Private business parking lot,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N
22004015,Massachusetts,1430,,-71.9098,42.6372,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004016,Massachusetts,1431,,-71.8208,42.6778,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002396,Arkansas,71822,,-94.131,33.6747,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000517,North Carolina,28694,"April - December Wednesday 8:00 AM to 1:00 PM, Saturday 8:00 AM to 1:00 PM, (The Saturday Market will be April - December. and the Wednesday Market will open July 11, 2012 - September 2012.)",-81.493514,36.402494,Local government building grounds,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N
1003197,North Carolina,28801,April - November Saturday 8:00 AM to 1:00 PM December Saturday 10:00 AM to 1:00 PM,-82.5486,35.5937,Local government building grounds,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
1001149,Massachusetts,1330,May - October Saturday 8:30 AM to 12:30 PM,-72.790325,42.525744,,N,Y,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y
22003980,Connecticut,,,-72.1646,41.8663,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002059,Wisconsin,54846,,-90.8907,46.5882,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004609,Massachusetts,1721,"June - October Saturday 9:00 AM to 1:00 PM, (June 9 thru October 20)",-71.461125,42.259924,Other,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N
21006086,Virginia,23005,January - December Saturday 9:00 am to 12:00 pm,-77.4829,37.7586,Local government building grounds,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N
1002491,Oregon,97520,May - November Saturday 9:00 AM to 2:00 PM,-122.714,42.1974,Closed-off public street,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y
